Tanggal_Beli,Jam_Beli,Keberangkatan,Jam,Estimasi,kd_tiket,Harga_Tiket,Pembelian,Metode,kode_asal,kode_tujuan,Kode_Trayek,Layanan,Segmentasi,Kantor_Cabang,Tahun,H_plus,lead_time,Asal,Tujuan,Trayek
2024-03-21,17:26:24,2024-04-13,21:00:00,21:00:00,1f95f952dc77bc5f4d84,510000,DAMRI APPS,Transfer,SBY,KMO,SBY-KMO,EKS,AKAP,Jakarta,2024,3,23,Terminal Bungur Asih,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-04-09,09:11:51,2024-04-13,15:00:00,15:00:00,8920d931899279ea2,250000,Agen Pemasaran,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2024,3,4,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2024-04-12,20:49:47,2024-04-13,17:00:00,17:10:00,7e6030c3bb2039b3b4e5,300000,Redbus,Transfer,SWGN,KMO,WSB-KMO,BNS,AKAP,Jakarta,2024,3,1,Terminal Sawangan,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2024-04-13,12:12:44,2024-04-13,19:00:00,19:00:00,986c3953b9fcd0e8f,230000,LOKET,Tunai,KJN,KMO,YGO-KMO,BNS,AKAP,Jakarta,2024,3,0,Terminal Kajen Pekalongan,Pool DAMRI Kemayoran,POOL DAMRI YOGYAKARTA  (VIA UTARA) - Pool DAMRI Kemayoran
2024-04-12,06:41:55,2024-04-13,14:00:00,15:00:00,109967fe093263917b86,660000,Traveloka,Transfer,PDJ,PGB,BWI-KMO,EKS,AKAP,Jakarta,2024,3,1,Pool Damri Jember,Terminal Pulogebang,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2024-04-06,14:59:50,2024-04-13,17:00:00,17:00:00,8b493198c9a58ca433f2,250000,Traveloka,Transfer,WSB,KMO,WSB-KMO,BNS,AKAP,Jakarta,2024,3,7,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2024-04-09,11:12:59,2024-04-13,19:00:00,19:00:00,5db4a1ad54a4c4897bb2,300000,Redbus,Transfer,PWT,KMO,PBG-PRS,BNS,AKAP,Purwokerto,2024,3,4,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Purbalingga - Terminal Poris
2024-04-11,11:44:37,2024-04-13,19:00:00,19:00:00,7494cd08f288b8f76,300000,LOKET,Tunai,PWT,KMO,PWT-KMO,BNS,AKAP,Purwokerto,2024,3,2,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Pool Damri Purwokerto - Pool DAMRI Kemayoran
2024-03-26,06:42:19,2024-04-13,18:30:00,18:30:00,087f0f31828c7b46ded0,220000,DAMRI APPS,Transfer,YG,KMO,YG-KMO,BNS,AKAP,Yogyakarta,2024,3,18,Pool DAMRI Yogyakarta,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2024-02-29,22:56:37,2024-04-13,12:30:00,12:30:00,39c419353c1da1ed94d6,210000,Redbus,Transfer,YG,KMO,YG-KMO,EKS,AKAP,Yogyakarta,2024,3,44,Pool DAMRI Yogyakarta,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2024-04-12,10:44:04,2024-04-13,14:00:00,15:00:00,69b00ac1e66ed04b5,660000,Agen Pemasaran,Deposit,PDJ,PGB,BWI-KMO,EKS,AKAP,Jakarta,2024,3,1,Pool Damri Jember,Terminal Pulogebang,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2024-03-05,07:37:23,2024-04-13,17:00:00,17:00:00,0400486749e498a976f8,250000,Redbus,Transfer,WSB,KMO,WSB-KMO,BNS,AKAP,Jakarta,2024,3,39,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2024-04-13,16:30:09,2024-04-13,21:00:00,21:00:00,7a55b309d3699aca75db,500000,Traveloka,Transfer,SBY,KMO,SBY-KMO,BNS,AKAP,Jakarta,2024,3,0,Terminal Bungur Asih,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-03-20,08:06:45,2024-04-13,19:00:00,19:00:00,25586ee689b4e6dd7a3b,205000,DAMRI APPS,Transfer,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2024,3,24,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2024-04-09,15:55:35,2024-04-13,13:00:00,13:00:00,87d828c7985ac419ffcf,375000,Redbus,Transfer,YG,KMO,YG-KMO,EKS,AKAP,Yogyakarta,2024,3,4,Pool DAMRI Yogyakarta,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2024-04-08,19:21:31,2024-04-13,19:00:00,17:00:00,78156a5c0112707cf,300000,Agen Pemasaran,Deposit,BBS,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2024,3,5,Terminal Bobotsari,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2024-04-09,13:26:31,2024-04-13,17:00:00,17:10:00,9d97c883506e07914433,300000,LOKET,Tunai,SWGN,KMO,WSB-KMO,BNS,AKAP,Jakarta,2024,3,4,Terminal Sawangan,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2024-04-10,18:51:07,2024-04-13,20:00:00,17:30:00,503fc631bab3fbfb8349,550000,Redbus,Transfer,PDML,KMO,SBY-KMO,BNS,AKAP,Jakarta,2024,3,3,Pool DAMRI Malang,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-04-12,10:47:52,2024-04-13,19:00:00,19:00:00,3edd0bc275452cf51373,250000,DAMRI APPS,Transfer,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2024,3,1,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2024-03-25,07:35:54,2024-04-13,18:00:00,18:00:00,305b10ef9cfff33ce1ae,810000,Traveloka,Transfer,PDML,KMO,PDML-KMO,IRC,AKAP,Surabaya,2024,3,19,Pool DAMRI Malang,Pool DAMRI Kemayoran,Pool DAMRI Malang - Pool DAMRI Kemayoran
2024-03-25,00:55:41,2024-04-13,15:00:00,17:00:00,525d9a78fe08b387cf74,220000,DAMRI APPS,Transfer,PWR,KMO,YG-KMO,EKS,AKAP,Yogyakarta,2024,3,19,Pool DAMRI Purworejo,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2024-04-09,16:45:42,2024-04-13,09:00:00,08:30:00,8b176f5e43bf494bd,300000,Agen Pemasaran,Deposit,PWT,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2024,3,4,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2024-03-22,14:33:47,2024-04-13,12:00:00,12:00:00,26ac0b4973b51181fc4a,200000,Traveloka,Transfer,YG,CIP,YG-CIP,BNS,AKAP,Bogor,2024,3,22,Pool DAMRI Yogyakarta,Pool DAMRI Cipaku,Pool DAMRI Yogyakarta - Pool DAMRI Cipaku
2024-04-09,16:02:51,2024-04-13,19:00:00,17:00:00,9b90743a548792b34,300000,Agen Pemasaran,Deposit,BBS,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2024,3,4,Terminal Bobotsari,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2024-04-12,08:57:40,2024-04-13,20:00:00,18:00:00,93a0b3d1f3beb3aadd8d,550000,Redbus,Transfer,TMA,KMO,SBY-KMO,BNS,AKAP,Jakarta,2024,3,1,Terminal Arjosari,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-04-03,15:08:03,2024-04-13,19:00:00,19:00:00,5f94988a3efcd7565,250000,LOKET,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2024,3,10,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2024-03-18,10:31:33,2024-04-13,18:00:00,20:00:00,9ea9ec7b29f11e0b2d4a,765000,Traveloka,Transfer,SBY,KMO,PDML-KMO,IRC,AKAP,Surabaya,2024,3,26,Terminal Bungur Asih,Pool DAMRI Kemayoran,Pool DAMRI Malang - Pool DAMRI Kemayoran
2024-04-09,15:55:35,2024-04-13,13:00:00,13:00:00,709aacd55aa2ce8987ae,375000,Redbus,Transfer,YG,KMO,YG-KMO,EKS,AKAP,Yogyakarta,2024,3,4,Pool DAMRI Yogyakarta,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2024-04-09,16:45:42,2024-04-13,09:00:00,08:30:00,610fad8d1e9840c50,300000,Agen Pemasaran,Deposit,PWT,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2024,3,4,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2024-04-09,12:25:44,2024-04-13,12:00:00,12:00:00,5207b9be58d1e6058,350000,LOKET,Tunai,YG,CIP,YG-CIP,BNS,AKAP,Bogor,2024,3,4,Pool DAMRI Yogyakarta,Pool DAMRI Cipaku,Pool DAMRI Yogyakarta - Pool DAMRI Cipaku
2024-04-12,12:51:53,2024-04-13,19:00:00,17:00:00,47bf1b0edf45cdf14,300000,Agen Pemasaran,Deposit,BBS,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2024,3,1,Terminal Bobotsari,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2024-04-12,11:19:02,2024-04-13,20:00:00,18:00:00,654d5e3ec4e07256248d,550000,Traveloka,Transfer,TMA,KMO,SBY-KMO,BNS,AKAP,Jakarta,2024,3,1,Terminal Arjosari,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-04-11,11:51:25,2024-04-13,19:00:00,19:00:00,5a385288797cd253d,300000,Agen Pemasaran,Deposit,PWT,KMO,MDJ-KLS,BNS,AKAP,Purwokerto,2024,3,2,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Mandiraja - Terminal Kalideres
2024-04-11,07:07:43,2024-04-13,19:00:00,19:00:00,9b0df9b85910cda95ceb,300000,DAMRI APPS,Transfer,PWT,KMO,PBG-PRS,BNS,AKAP,Purwokerto,2024,3,2,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Purbalingga - Terminal Poris
2024-04-10,16:43:43,2024-04-13,19:00:00,19:00:00,6e0a18b3b52bf1eee,195000,Admin,Tunai,PWT,KMO,PWT-KMO,BNS,AKAP,Purwokerto,2024,3,3,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Pool Damri Purwokerto - Pool DAMRI Kemayoran
2024-04-11,17:08:06,2024-04-13,12:00:00,13:00:00,1cc9e2c912fed043a,350000,Admin,Tunai,MGN,CIP,YG-CIP,BNS,AKAP,Bogor,2024,3,2,Agen Damri Mangiran,Pool DAMRI Cipaku,Pool DAMRI Yogyakarta - Pool DAMRI Cipaku
2024-04-11,10:56:38,2024-04-13,15:00:00,15:00:00,48d4a6898d0e41344,250000,Agen Pemasaran,Deposit,CLP,KPR,CLP-KPR,BNS,AKAP,Cilacap,2024,3,2,Pool DAMRI Cilacap,Kampung Rambutan ,Pool DAMRI Cilacap - Kampung Rambutan 
2024-03-08,16:36:42,2024-04-13,14:00:00,13:00:00,9dcb45d7fea0fb87cfd9,660000,Redbus,Transfer,PDJ,KMO,BWI-KMO,EKS,AKAP,Jakarta,2024,3,36,Pool Damri Jember,Pool DAMRI Kemayoran,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2024-03-21,07:50:51,2024-04-13,19:00:00,19:00:00,4cc664c12cc38671914d,205000,DAMRI APPS,Transfer,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2024,3,23,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2024-04-07,04:31:22,2024-04-13,19:00:00,19:00:00,2ab0509b929f50913297,300000,Redbus,Transfer,PWT,KMO,PBG-PRS,BNS,AKAP,Purwokerto,2024,3,6,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Purbalingga - Terminal Poris
2024-04-12,17:20:06,2024-04-13,19:00:00,19:00:00,439257778e3916daa,300000,LOKET,Tunai,PWT,KMO,PWT-KMO,BNS,AKAP,Purwokerto,2024,3,1,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Pool Damri Purwokerto - Pool DAMRI Kemayoran
2024-03-21,07:32:13,2024-04-13,18:30:00,18:30:00,76e460d254b5e1d79732,220000,DAMRI APPS,Transfer,YG,KMO,YG-KMO,BNS,AKAP,Yogyakarta,2024,3,23,Pool DAMRI Yogyakarta,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2024-04-11,16:50:29,2024-04-13,15:00:00,15:00:00,526606697669e869b,250000,Agen Pemasaran,Deposit,CLP,KPR,CLP-KPR,BNS,AKAP,Cilacap,2024,3,2,Pool DAMRI Cilacap,Kampung Rambutan ,Pool DAMRI Cilacap - Kampung Rambutan 
2024-03-17,06:43:14,2024-04-13,14:00:00,15:00:00,565d1d35d047dc934df9,615000,Redbus,Transfer,TMKL,PGB,BWI-KMO,EKS,AKAP,Jakarta,2024,3,27,Terminal Minak Koncar Lumajang,Terminal Pulogebang,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2024-03-27,19:09:03,2024-04-13,17:00:00,17:00:00,5063f5b929da038fc014,250000,Traveloka,Transfer,WSB,KMO,WSB-KMO,BNS,AKAP,Jakarta,2024,3,17,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2024-04-08,12:22:17,2024-04-13,19:00:00,19:00:00,5a685b27a7c9dff9df5a,300000,DAMRI APPS,Transfer,PWT,KMO,PBG-PRS,BNS,AKAP,Purwokerto,2024,3,5,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Purbalingga - Terminal Poris
2024-04-13,17:49:22,2024-04-13,19:00:00,19:00:00,95b71b851c8ddf7a4,300000,Agen Pemasaran,Deposit,PWT,KMO,PWT-KMO,BNS,AKAP,Purwokerto,2024,3,0,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Pool Damri Purwokerto - Pool DAMRI Kemayoran
2024-03-21,15:57:34,2024-04-13,18:30:00,18:30:00,58e7023d1a215a31fa68,220000,Traveloka,Transfer,YG,KMO,YG-KMO,BNS,AKAP,Yogyakarta,2024,3,23,Pool DAMRI Yogyakarta,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2024-02-25,21:17:26,2024-04-13,12:30:00,12:30:00,930dce952db695a48137,210000,DAMRI APPS,Transfer,YG,KMO,YG-KMO,EKS,AKAP,Yogyakarta,2024,3,48,Pool DAMRI Yogyakarta,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2024-04-12,19:46:15,2024-04-13,19:00:00,20:00:00,9674c6116d74f0ddefa1,230000,Traveloka,Transfer,PKL,KMO,YGO-KMO,BNS,AKAP,Jakarta,2024,3,1,Terminal Pekalongan,Pool DAMRI Kemayoran,POOL DAMRI YOGYAKARTA  (VIA UTARA) - Pool DAMRI Kemayoran
2024-04-13,11:59:59,2024-04-13,17:00:00,17:00:00,07c1125d7ed5b33c0717,300000,LOKET,Tunai,BJG,KMO,BJG-KMO,BNS,AKAP,Jakarta,2024,3,0,Terminal Banjarnegara,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2024-03-31,13:15:41,2024-04-13,21:00:00,18:30:00,2b0c07c34048d97667a4,700000,DAMRI APPS,Transfer,PDML,KMO,SBY-KMO,EKS,AKAP,Jakarta,2024,3,13,Pool DAMRI Malang,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-04-12,04:31:11,2024-04-13,15:00:00,15:00:00,9fbe80ccef739426e189,250000,Agen Pemasaran,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2024,3,1,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2024-04-08,06:46:12,2024-04-13,17:00:00,17:30:00,5ce08629501c0757bfa9,235000,LOKET,Tunai,PCNG,KMO,BJG-KMO,BNS,AKAP,Jakarta,2024,3,5,Agen Damri Pucang,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2024-04-12,09:49:55,2024-04-13,15:00:00,15:00:00,841d60dd8f401d9ac,250000,Agen Pemasaran,Deposit,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2024,3,1,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2024-03-14,18:53:34,2024-04-13,19:00:00,19:00:00,361e7eab6ba707a4f4cd,630000,DAMRI APPS,Transfer,SBY,KMO,SBY-KMO,RYL,AKAP,Jakarta,2024,3,30,Terminal Bungur Asih,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-04-13,08:37:09,2024-04-13,17:00:00,18:00:00,48c3dbc5cce0ecbb3677,300000,LOKET,Tunai,BKT,KMO,BJG-KMO,BNS,AKAP,Jakarta,2024,3,0,Terminal Bukateja,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2024-04-02,21:49:48,2024-04-13,21:00:00,19:00:00,6dfd271a5d747b5ab4d2,700000,Traveloka,Transfer,TMA,KMO,SBY-KMO,EKS,AKAP,Jakarta,2024,3,11,Terminal Arjosari,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-04-08,11:47:32,2024-04-13,17:00:00,17:30:00,49094659d23c6109e52c,235000,LOKET,Tunai,PCNG,KMO,BJG-KMO,BNS,AKAP,Jakarta,2024,3,5,Agen Damri Pucang,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2024-04-11,15:52:39,2024-04-13,19:00:00,19:00:00,89878256f8b765bc5,250000,Agen Pemasaran,Deposit,AJB,KMO,AJB-KMO,BNS,AKAP,Purwokerto,2024,3,2,Terminal Ajibarang,Pool DAMRI Kemayoran,Terminal Ajibarang - Pool DAMRI Kemayoran
2024-04-13,12:40:34,2024-04-13,16:30:00,16:30:00,87fa0575e7286f77295e,375000,Traveloka,Transfer,YGO,KMO,YGO-KMO,EKS,AKAP,Yogyakarta,2024,3,0,POOL DAMRI YOGYAKARTA  (VIA UTARA),Pool DAMRI Kemayoran,POOL DAMRI YOGYAKARTA  (VIA UTARA) - Pool DAMRI Kemayoran
2024-04-09,14:39:16,2024-04-13,17:00:00,18:00:00,12d36ba19b8d6efb083c,235000,LOKET,Tunai,BKT,KMO,BJG-KMO,BNS,AKAP,Jakarta,2024,3,4,Terminal Bukateja,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2024-03-07,17:55:47,2024-04-13,19:00:00,19:00:00,17be66fdad025e5c2a0c,510000,Redbus,Transfer,SBY,KMO,SBY-KMO,EKS,AKAP,Jakarta,2024,3,37,Terminal Bungur Asih,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-04-12,15:38:48,2024-04-13,15:00:00,15:00:00,43cedf7e00aca15d6,250000,Agen Pemasaran,Deposit,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2024,3,1,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2024-04-11,07:58:29,2024-04-13,17:00:00,17:10:00,55ef514299955dad2900,300000,LOKET,Tunai,SWGN,KMO,WSB-KMO,BNS,AKAP,Jakarta,2024,3,2,Terminal Sawangan,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2024-04-12,21:03:43,2024-04-13,16:30:00,18:30:00,7bc8e84cc01b1f51ad56,375000,DAMRI APPS,Transfer,SOL,KMO,YGO-KMO,EKS,AKAP,Yogyakarta,2024,3,1,Terminal Tirtonadi,Pool DAMRI Kemayoran,POOL DAMRI YOGYAKARTA  (VIA UTARA) - Pool DAMRI Kemayoran
2024-04-11,16:50:50,2024-04-13,17:00:00,18:00:00,38b3489e43dddafdd751,300000,LOKET,Tunai,BKT,KMO,BJG-KMO,BNS,AKAP,Jakarta,2024,3,2,Terminal Bukateja,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2024-03-10,23:34:16,2024-04-13,19:00:00,17:00:00,2be64f72734406f7db49,585000,Traveloka,Transfer,TMA,KMO,SBY-KMO,EKS,AKAP,Jakarta,2024,3,34,Terminal Arjosari,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-04-13,10:13:16,2024-04-13,19:00:00,19:00:00,040bdbaaa692a0384,300000,Agen Pemasaran,Deposit,AJB,KMO,AJB-KMO,BNS,AKAP,Purwokerto,2024,3,0,Terminal Ajibarang,Pool DAMRI Kemayoran,Terminal Ajibarang - Pool DAMRI Kemayoran
2024-04-09,13:05:24,2024-04-13,17:00:00,17:10:00,4b65a66db54086fcc8ff,300000,LOKET,Tunai,SWGN,KMO,WSB-KMO,BNS,AKAP,Jakarta,2024,3,4,Terminal Sawangan,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2024-04-13,08:27:14,2024-04-13,18:00:00,18:00:00,982df50368d247770e04,375000,Traveloka,Transfer,SOL,KMO,YGO-KMO,EKS,AKAP,Yogyakarta,2024,3,0,Terminal Tirtonadi,Pool DAMRI Kemayoran,POOL DAMRI YOGYAKARTA  (VIA UTARA) - Pool DAMRI Kemayoran
2024-04-12,14:28:13,2024-04-13,17:00:00,17:30:00,1aef0f375f792df38f85,300000,LOKET,Tunai,PCNG,KMO,BJG-KMO,BNS,AKAP,Jakarta,2024,3,1,Agen Damri Pucang,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2024-03-06,07:31:33,2024-04-13,21:00:00,19:00:00,071f726edddce0f26317,585000,Redbus,Transfer,TMA,KMO,SBY-KMO,EKS,AKAP,Jakarta,2024,3,38,Terminal Arjosari,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-04-13,09:06:26,2024-04-13,15:00:00,15:00:00,10a55f84daae1a2a3,250000,LOKET,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2024,3,0,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2024-04-12,14:37:23,2024-04-13,17:00:00,17:00:00,3aaa45b124c27d6f1acd,300000,LOKET,Tunai,WSB,KMO,WSB-KMO,BNS,AKAP,Jakarta,2024,3,1,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2024-04-12,14:22:39,2024-04-13,18:00:00,18:00:00,60e5fd9fb21e166a3356,375000,Redbus,Transfer,YGO,KMO,YGO-KMO,BNS,AKAP,Jakarta,2024,3,1,POOL DAMRI YOGYAKARTA  (VIA UTARA),Pool DAMRI Kemayoran,POOL DAMRI YOGYAKARTA  (VIA UTARA) - Pool DAMRI Kemayoran
2024-04-13,09:04:23,2024-04-13,17:00:00,17:00:00,3e97aaa591834531bb04,300000,LOKET,Tunai,BJG,KMO,BJG-KMO,BNS,AKAP,Jakarta,2024,3,0,Terminal Banjarnegara,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2024-03-09,09:50:42,2024-04-13,21:00:00,21:00:00,354ae89d592fcb2bffc6,510000,Redbus,Transfer,SBY,KMO,SBY-KMO,EKS,AKAP,Jakarta,2024,3,35,Terminal Bungur Asih,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-03-28,14:43:30,2024-04-13,19:00:00,19:00:00,5f9b0958badfa0bc9,300000,Agen Pemasaran,Deposit,AJB,KMO,AJB-KMO,BNS,AKAP,Purwokerto,2024,3,16,Terminal Ajibarang,Pool DAMRI Kemayoran,Terminal Ajibarang - Pool DAMRI Kemayoran
2024-04-12,16:22:29,2024-04-13,17:00:00,17:10:00,5c51c97056a16afa3332,300000,DAMRI APPS,Transfer,SWGN,KMO,WSB-KMO,BNS,AKAP,Jakarta,2024,3,1,Terminal Sawangan,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2024-04-11,20:47:34,2024-04-13,18:00:00,18:00:00,8f9fd729ae9d8f55e6d9,375000,Redbus,Transfer,YGO,KMO,YGO-KMO,EKS,AKAP,Yogyakarta,2024,3,2,POOL DAMRI YOGYAKARTA  (VIA UTARA),Pool DAMRI Kemayoran,POOL DAMRI YOGYAKARTA  (VIA UTARA) - Pool DAMRI Kemayoran
2024-04-13,09:45:35,2024-04-13,17:00:00,18:00:00,377fc17156fe7ee47a55,300000,LOKET,Tunai,BKT,KMO,BJG-KMO,BNS,AKAP,Jakarta,2024,3,0,Terminal Bukateja,Pool DAMRI Kemayoran,Terminal Banjarnegara - Pool DAMRI Kemayoran
2024-03-04,08:44:35,2024-04-13,21:00:00,21:00:00,854d0dbe810a717f71dd,510000,Traveloka,Transfer,SBY,KMO,SBY-KMO,EKS,AKAP,Jakarta,2024,3,40,Terminal Bungur Asih,Pool DAMRI Kemayoran,Terminal Bungur Asih - Pool DAMRI Kemayoran
2024-04-07,21:34:37,2024-04-13,15:00:00,15:00:00,9614fb3537ea2c4dd,250000,Agen Pemasaran,Deposit,CLP,KMO,CLP-KMO,BNS,AKAP,Cilacap,2024,3,6,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2024-04-12,16:58:59,2024-04-13,17:00:00,17:00:00,75d6d54260427abd478c,300000,Traveloka,Transfer,WSB,KMO,WSB-KMO,BNS,AKAP,Jakarta,2024,3,1,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
2024-03-25,16:53:08,2024-04-13,18:30:00,18:30:00,2dda0d0613d0fb6205cb,220000,Traveloka,Transfer,YG,KMO,YG-KMO,BNS,AKAP,Yogyakarta,2024,3,19,Pool DAMRI Yogyakarta,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2024-03-01,00:15:53,2024-04-13,12:30:00,12:30:00,9b6ede8689b08caec751,210000,DAMRI APPS,Transfer,YG,KMO,YG-KMO,EKS,AKAP,Yogyakarta,2024,3,43,Pool DAMRI Yogyakarta,Pool DAMRI Kemayoran,Pool DAMRI Yogyakarta - Pool DAMRI Kemayoran
2024-04-12,19:28:37,2024-04-13,14:00:00,15:00:00,0307ac16d12c876dfb77,660000,Redbus,Transfer,PDJ,KMO,BWI-KMO,EKS,AKAP,Jakarta,2024,3,1,Pool Damri Jember,Pool DAMRI Kemayoran,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2024-04-07,12:47:17,2024-04-13,17:00:00,17:00:00,37a7249914b0057e6d3f,250000,Traveloka,Transfer,WSB,KMO,WSB-KMO,BNS,AKAP,Jakarta,2024,3,6,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Pool DAMRI Kemayoran
